subscription_id,customer_id,plan_id,start_date,end_date,status,billing_cycle
1309,2036,1,2024-05-23,,Active,Monthly
1310,2037,1,2026-01-25,,Active,Monthly
1311,2038,1,2024-01-08,,Active,Monthly
1312,2039,2,2024-08-15,,Active,Annual
1313,2040,1,2023-10-23,,Paused,Monthly
1314,2041,1,2025-07-31,2026-10-08,Churned,Monthly
1315,2041,1,2025-02-06,2025-03-29,Churned,Monthly
1316,2042,2,2024-10-31,,Active,Annual
1317,2043,2,2024-01-01,,Active,Annual
1318,2044,2,2026-09-14,,Active,Annual
1319,2045,2,2024-05-16,,Active,Monthly
1320,2046,2,2025-10-22,2026-03-20,Churned,Monthly
1321,2047,2,2025-05-21,,Active,Annual
1322,2048,2,2023-02-09,,Paused,Monthly
1323,2048,1,2023-01-09,,Active,Annual
1324,2049,3,2024-02-29,,Active,Monthly
1325,2049,2,2024-03-29,,Active,Annual
1326,2050,1,2025-10-31,,Active,Annual
1327,2051,1,2026-10-28,,Active,Monthly
1328,2051,1,2026-01-30,,Active,Monthly
1329,2052,2,2026-09-03,,Paused,Monthly
1330,2052,2,2026-10-22,,Active,Annual
1331,2053,2,2024-11-26,,Active,Monthly
1332,2053,1,2024-05-15,,Active,Monthly
1333,2054,2,2023-10-03,2024-10-16,Churned,Monthly
1334,2054,3,2023-11-28,,Active,Annual
1335,2055,2,2026-02-23,,Active,Monthly
1336,2056,2,2023-04-27,2023-08-01,Churned,Monthly
1337,2057,1,2023-05-14,,Active,Annual
1338,2058,2,2025-08-13,,Active,Annual
1339,2059,2,2025-02-03,,Active,Monthly
1340,2060,1,2027-02-20,,Paused,Annual
1341,2061,1,2026-01-17,,Active,Monthly
1342,2061,1,2025-03-28,,Active,Monthly
1343,2062,1,2024-01-19,,Active,Annual
1344,2063,2,2026-05-11,,Paused,Monthly
1345,2064,3,2025-01-26,2025-06-15,Churned,Monthly
1346,2065,1,2025-10-09,2026-03-06,Churned,Annual
1347,2065,2,2026-05-20,,Active,Monthly
1348,2066,3,2025-06-07,,Active,Annual
1349,2067,1,2023-05-15,,Active,Monthly
1350,2068,2,2027-03-17,,Active,Monthly
1351,2069,1,2024-07-01,,Active,Annual
1352,2069,1,2024-12-21,,Active,Monthly
1353,2070,1,2025-01-20,,Active,Monthly
1354,2070,2,2025-03-16,,Active,Monthly
1355,2071,1,2023-10-11,,Active,Monthly
1356,2072,3,2024-11-28,,Active,Annual
1357,2073,1,2023-06-21,,Active,Monthly
1358,2074,2,2025-08-16,,Active,Annual
1359,2074,2,2026-06-17,2026-09-24,Churned,Monthly
1360,2075,2,2025-10-09,2026-03-01,Churned,Monthly
1361,2075,1,2025-08-25,,Paused,Monthly
1362,2076,3,2024-06-11,,Active,Monthly
1363,2076,2,2024-03-11,,Active,Monthly
1364,2077,2,2024-04-02,,Active,Monthly
1365,2078,1,2023-08-21,,Active,Monthly
1366,2079,1,2024-10-31,,Active,Monthly
1367,2080,1,2026-01-06,,Active,Monthly
1368,2081,1,2024-09-23,,Active,Monthly
1369,2081,1,2023-11-23,,Active,Monthly
1370,2082,1,2025-07-21,,Active,Monthly
1371,2083,1,2023-10-13,,Active,Monthly
1372,2083,2,2023-11-24,,Active,Monthly
1373,2084,2,2025-10-02,,Active,Monthly
1374,2084,1,2025-09-22,,Active,Monthly
1375,2085,2,2023-01-19,,Active,Monthly
1376,2086,1,2024-03-29,,Active,Monthly
1377,2087,1,2024-07-30,,Active,Monthly
1378,2088,1,2023-03-14,,Active,Monthly
1379,2089,1,2025-09-30,,Active,Monthly
1380,2090,2,2023-12-19,,Active,Monthly
1381,2091,1,2027-05-08,2027-08-15,Churned,Monthly
1382,2092,1,2024-01-16,,Active,Monthly
1383,2093,2,2027-04-23,,Active,Annual
1384,2094,1,2023-05-28,,Active,Annual
1385,2095,1,2024-01-07,2024-09-04,Churned,Monthly
1386,2095,3,2024-06-26,,Active,Annual
1387,2096,3,2026-01-08,2026-07-13,Churned,Monthly
1388,2097,1,2025-10-09,,Active,Monthly
1389,2098,2,2023-09-16,,Active,Monthly
1390,2099,2,2027-02-01,,Active,Monthly
1391,2100,1,2024-07-04,,Active,Monthly
1392,2100,2,2025-03-21,,Active,Monthly
1393,2101,3,2023-06-25,,Active,Monthly
1394,2101,1,2023-11-21,,Paused,Annual
1395,2102,3,2026-01-24,,Active,Annual
1396,2103,2,2026-06-24,,Active,Monthly
1397,2103,3,2025-11-28,,Active,Monthly
1398,2104,2,2026-08-01,,Active,Monthly
1399,2105,1,2026-02-16,,Active,Monthly
1400,2106,1,2026-10-12,,Active,Monthly
1401,2107,1,2026-10-23,,Active,Annual
1402,2108,1,2022-12-07,,Active,Monthly
1403,2108,2,2023-06-13,,Active,Monthly
1404,2109,1,2024-01-23,,Active,Monthly
1405,2109,2,2024-10-04,,Active,Annual
1406,2110,3,2024-08-28,,Active,Monthly
1407,2111,1,2024-08-27,,Active,Monthly
1408,2112,1,2024-02-03,,Active,Monthly
1409,2113,1,2024-04-07,,Active,Monthly
1410,2114,2,2023-01-22,,Active,Monthly
1411,2115,2,2024-09-28,,Active,Annual
1412,2115,2,2025-01-06,2026-05-10,Churned,Annual
1413,2116,2,2026-07-10,2027-02-20,Churned,Monthly
1414,2117,1,2026-02-02,,Active,Monthly
1415,2118,1,2025-12-10,,Active,Monthly
1416,2119,3,2026-12-31,,Active,Annual
1417,2120,1,2023-11-08,,Active,Annual
1418,2121,1,2023-10-11,,Active,Annual
1419,2122,1,2025-11-13,,Active,Monthly
1420,2123,1,2025-09-04,,Active,Annual
1421,2123,1,2025-03-15,2026-01-11,Churned,Monthly
1422,2124,3,2022-11-10,2024-02-12,Churned,Annual
1423,2124,1,2022-11-24,,Active,Monthly
1424,2125,1,2025-08-03,,Active,Monthly
1425,2125,1,2025-11-26,,Active,Monthly
1426,2126,1,2022-10-09,2022-11-21,Churned,Monthly
1427,2126,1,2023-06-25,,Active,Monthly
1428,2127,2,2026-05-28,,Active,Monthly
1429,2128,1,2026-05-14,,Active,Monthly
1430,2129,2,2025-07-28,,Active,Monthly
1431,2129,2,2025-06-16,,Active,Monthly
1432,2130,2,2025-07-24,,Active,Monthly
1433,2131,3,2025-07-15,,Active,Monthly
1434,2131,1,2025-03-29,,Active,Monthly
1435,2132,2,2026-02-27,,Active,Monthly
1436,2132,1,2025-12-31,,Active,Monthly
1437,2133,2,2025-10-03,,Active,Monthly
1438,2134,2,2026-11-30,,Active,Annual
1439,2135,3,2025-11-27,,Active,Monthly
1440,2136,3,2026-06-27,,Active,Monthly
1441,2137,1,2023-01-09,,Active,Monthly
1442,2138,1,2026-01-01,,Active,Monthly
1443,2139,1,2025-03-18,,Active,Annual
1444,2139,2,2025-05-15,,Active,Monthly
1445,2140,1,2023-04-23,,Active,Monthly
1446,2141,1,2024-03-11,,Active,Monthly
1447,2142,1,2025-09-15,2026-11-17,Churned,Monthly
1448,2143,1,2024-02-14,,Active,Annual
1449,2144,2,2024-07-25,2025-06-22,Churned,Monthly
1450,2145,1,2026-02-05,,Active,Monthly
1451,2145,1,2026-04-08,,Active,Monthly
1452,2146,1,2024-12-30,2026-01-25,Churned,Monthly
1453,2146,1,2025-06-15,,Active,Monthly
1454,2147,1,2025-10-15,,Active,Monthly
1455,2148,3,2024-12-12,,Active,Annual
1456,2149,1,2026-10-08,,Active,Monthly
1457,2150,2,2024-10-30,2025-05-05,Churned,Monthly
1458,2151,2,2024-11-19,,Active,Monthly
1459,2152,3,2024-06-03,2025-07-29,Churned,Annual
1460,2152,2,2024-06-29,2025-04-09,Churned,Monthly
1461,2153,1,2024-03-06,,Active,Monthly
1462,2153,1,2024-02-09,,Active,Monthly
1463,2154,1,2023-03-19,,Active,Monthly
1464,2155,2,2024-10-19,,Active,Monthly
1465,2156,1,2024-01-04,2024-04-18,Churned,Monthly
1466,2156,1,2023-10-18,,Paused,Monthly
1467,2157,3,2024-09-24,,Active,Monthly
1468,2157,1,2024-04-05,,Paused,Monthly
1469,2158,1,2023-02-04,2023-07-29,Churned,Annual
1470,2159,1,2026-07-09,,Active,Monthly
1471,2160,1,2025-04-20,,Active,Annual
1472,2161,1,2023-07-13,,Active,Annual
1473,2162,1,2024-09-18,,Active,Monthly
1474,2162,2,2024-10-11,2025-10-31,Churned,Monthly
1475,2163,1,2025-02-02,,Active,Monthly
1476,2163,1,2025-08-09,,Active,Annual
1477,2164,1,2024-10-27,,Active,Monthly
1478,2165,1,2025-07-04,,Active,Monthly
1479,2166,2,2025-01-28,,Active,Monthly
1480,2167,1,2026-11-04,,Active,Monthly
1481,2168,1,2024-01-03,,Active,Annual
1482,2169,1,2026-03-17,,Active,Monthly
1483,2169,2,2025-08-16,2025-09-27,Churned,Monthly
1484,2170,1,2024-04-21,,Active,Monthly
1485,2171,2,2023-04-12,,Active,Annual
1486,2172,2,2027-02-01,,Active,Monthly
1487,2173,2,2023-02-07,,Active,Monthly
1488,2174,1,2026-01-27,,Active,Annual
1489,2175,1,2024-07-20,,Active,Monthly
1490,2176,2,2024-08-15,2025-11-14,Churned,Monthly
1491,2177,1,2025-04-05,,Active,Monthly
1492,2178,1,2024-03-27,,Active,Monthly
1493,2179,1,2023-10-16,,Active,Monthly
1494,2179,3,2023-08-14,,Active,Monthly
1495,2180,1,2026-04-22,,Active,Monthly
1496,2181,1,2025-04-25,,Active,Monthly
1497,2182,3,2024-07-03,2024-10-17,Churned,Annual
1498,2182,1,2024-05-26,,Active,Annual
1499,2183,1,2023-07-30,,Active,Monthly
1500,2184,1,2023-11-26,2025-01-29,Churned,Annual
1501,2185,1,2026-12-07,,Active,Monthly
1502,2185,2,2026-04-29,,Active,Monthly
1503,2186,1,2026-04-05,,Active,Monthly
1504,2187,2,2024-10-20,2025-12-25,Churned,Monthly
1505,2188,2,2025-04-25,,Active,Annual
1506,2189,1,2025-09-19,,Active,Monthly
1507,2190,2,2026-07-19,,Active,Annual
1508,2191,3,2024-02-15,,Active,Monthly
1509,2191,1,2024-08-24,,Active,Annual
1510,2192,2,2025-09-19,,Active,Monthly
1511,2193,1,2023-08-16,,Active,Monthly
1512,2194,1,2024-05-02,,Active,Annual
1513,2195,1,2025-09-30,,Paused,Monthly
1514,2196,2,2026-10-05,,Active,Monthly
1515,2196,1,2026-02-18,,Active,Monthly
1516,2197,1,2026-03-20,2026-07-04,Churned,Monthly
1517,2197,1,2025-06-30,,Paused,Annual
1518,2198,3,2025-12-01,2026-10-04,Churned,Monthly
1519,2199,2,2025-11-08,,Active,Monthly
1520,2200,2,2026-09-21,,Active,Annual
1521,2200,1,2026-10-11,,Active,Monthly
1522,2201,3,2026-03-23,,Active,Annual
1523,2202,1,2023-11-15,2024-07-02,Churned,Annual
1524,2203,1,2023-07-01,,Active,Monthly
1525,2204,2,2023-07-14,,Active,Monthly
1526,2205,2,2025-02-08,,Active,Monthly
1527,2205,1,2024-03-20,,Active,Monthly
1528,2206,2,2025-03-25,2026-06-08,Churned,Monthly
1529,2207,3,2024-01-16,2024-07-22,Churned,Monthly
1530,2207,1,2024-05-06,,Active,Monthly
1531,2208,2,2025-07-23,2026-11-23,Churned,Monthly
1532,2209,1,2025-06-21,,Active,Monthly
1533,2210,1,2024-01-19,,Paused,Monthly
1534,2211,2,2026-03-23,,Active,Annual
1535,2212,1,2025-03-09,,Active,Annual
1536,2213,3,2027-01-16,,Active,Annual
1537,2214,3,2024-11-14,,Active,Annual
1538,2215,2,2024-09-09,,Active,Monthly
1539,2216,1,2025-05-12,,Active,Annual
1540,2217,1,2026-05-03,,Active,Monthly
1541,2218,1,2025-07-21,,Active,Annual
1542,2219,2,2023-05-07,,Active,Monthly
1543,2219,1,2023-05-19,,Active,Monthly
1544,2220,1,2023-03-30,,Active,Monthly
1545,2220,1,2023-11-01,2025-01-20,Churned,Annual
1546,2221,1,2026-05-22,,Active,Monthly
1547,2222,2,2025-08-14,,Active,Monthly
1548,2223,1,2025-07-05,,Active,Monthly
1549,2223,3,2025-07-18,2026-05-16,Churned,Monthly
1550,2224,2,2025-10-23,,Active,Annual
1551,2225,2,2024-06-15,,Active,Monthly
1552,2226,2,2023-06-03,,Active,Annual
1553,2227,3,2026-01-10,2026-10-28,Churned,Annual
1554,2227,2,2025-10-10,,Active,Monthly
1555,2228,1,2027-03-08,,Paused,Monthly
1556,2229,3,2022-12-30,2023-06-22,Churned,Annual
1557,2230,1,2025-10-15,,Active,Monthly
1558,2230,1,2026-05-03,,Active,Monthly
1559,2231,2,2024-10-14,,Active,Monthly
1560,2232,1,2027-01-27,,Active,Monthly
1561,2233,1,2024-05-25,,Active,Annual
1562,2233,1,2024-05-11,2024-07-16,Churned,Annual
1563,2234,1,2023-06-14,,Active,Monthly
1564,2235,2,2025-10-01,2026-09-24,Churned,Annual
1565,2236,2,2026-06-20,,Active,Monthly
1566,2236,1,2026-06-04,,Active,Monthly
1567,2237,1,2026-09-10,,Active,Monthly
1568,2238,2,2025-12-03,,Active,Monthly
1569,2239,1,2026-09-24,,Active,Monthly
1570,2240,3,2025-04-28,,Active,Monthly
1571,2241,3,2026-02-22,,Active,Monthly
1572,2242,2,2023-07-28,,Active,Monthly
1573,2243,1,2026-10-03,,Active,Annual
1574,2243,2,2026-12-16,2027-09-13,Churned,Annual
1575,2244,2,2026-02-14,,Active,Monthly
1576,2245,1,2026-06-20,,Active,Monthly
1577,2246,2,2025-03-23,,Active,Monthly
1578,2247,3,2023-09-11,,Active,Monthly
1579,2248,2,2023-05-08,2024-05-27,Churned,Monthly
1580,2248,1,2023-10-12,,Active,Monthly
1581,2249,1,2023-04-15,,Active,Annual
1582,2250,2,2024-02-13,,Active,Monthly
1583,2251,2,2023-09-07,,Active,Monthly
1584,2252,2,2023-10-09,,Active,Monthly
1585,2253,1,2022-12-26,2023-03-23,Churned,Monthly
1586,2254,2,2025-04-10,,Active,Monthly
1587,2255,1,2024-12-11,,Active,Monthly
1588,2256,1,2023-05-30,,Active,Monthly
1589,2257,2,2025-06-24,,Active,Monthly
1590,2258,2,2026-01-22,,Active,Monthly
1591,2258,2,2026-02-05,,Active,Monthly
1592,2259,1,2025-10-27,2026-04-10,Churned,Annual
1593,2260,1,2024-03-01,2024-11-23,Churned,Monthly
1594,2260,1,2024-07-24,,Active,Monthly
1595,2261,1,2025-06-26,,Active,Monthly
1596,2261,3,2025-04-14,,Active,Monthly
1597,2262,1,2024-04-30,,Active,Annual
1598,2262,1,2024-11-05,,Active,Monthly
1599,2263,1,2024-06-16,2025-04-14,Churned,Monthly
1600,2264,2,2025-11-24,,Active,Monthly
1601,2265,2,2025-10-31,,Active,Monthly
1602,2266,1,2026-04-19,,Active,Monthly
1603,2267,2,2024-12-04,,Active,Monthly
1604,2268,1,2027-01-20,,Active,Monthly
1605,2269,3,2026-01-10,,Paused,Monthly
1606,2270,1,2025-03-22,,Active,Annual
1607,2271,1,2024-04-24,2024-06-05,Churned,Monthly
1608,2272,1,2023-12-18,,Active,Monthly
1609,2273,1,2027-01-31,,Active,Monthly
1610,2273,2,2026-05-31,2027-05-05,Churned,Monthly
1611,2274,1,2024-10-16,,Active,Monthly
1612,2275,2,2026-08-02,,Active,Annual
1613,2275,1,2026-09-06,,Active,Monthly
1614,2276,1,2026-11-04,,Active,Monthly
1615,2277,2,2023-06-16,,Active,Monthly
1616,2278,1,2024-02-13,,Active,Monthly
1617,2279,1,2025-09-13,,Active,Monthly
1618,2280,1,2025-06-09,,Active,Annual
1619,2281,1,2026-03-23,,Active,Annual
1620,2282,1,2024-07-26,,Active,Annual
1621,2283,1,2026-07-10,2026-09-15,Churned,Monthly
1622,2283,1,2026-04-05,,Active,Monthly
1623,2284,2,2025-04-21,2026-04-13,Churned,Monthly
1624,2285,2,2023-01-10,,Active,Monthly
1625,2286,1,2024-12-21,,Active,Monthly
1626,2287,1,2026-06-09,,Active,Monthly
1627,2287,1,2025-11-05,,Paused,Monthly
1628,2288,1,2025-07-25,2026-05-25,Churned,Monthly
1629,2288,3,2025-05-23,,Active,Monthly
1630,2289,3,2026-08-22,2027-06-21,Churned,Monthly
1631,2290,3,2022-12-19,2023-09-10,Churned,Annual
1632,2290,2,2022-11-23,,Active,Monthly
1633,2291,1,2026-06-13,,Active,Monthly
1634,2292,3,2023-04-17,,Active,Annual
1635,2293,2,2023-10-02,,Active,Annual
1636,2294,3,2026-01-08,,Active,Monthly
1637,2295,2,2025-02-13,,Active,Monthly
1638,2296,1,2026-05-22,,Paused,Monthly
1639,2297,1,2025-10-09,,Paused,Monthly
1640,2298,1,2024-04-12,,Active,Annual
1641,2299,1,2026-05-24,2027-04-15,Churned,Monthly
1642,2300,2,2024-04-25,2024-08-05,Churned,Monthly
1643,2301,1,2025-08-28,,Active,Monthly
1644,2302,1,2025-03-08,,Paused,Annual
1645,2303,2,2026-05-10,,Active,Monthly
1646,2304,1,2026-12-12,2028-03-04,Churned,Annual
1647,2305,2,2024-12-24,,Active,Annual
1648,2306,1,2026-09-25,,Active,Annual
1649,2307,2,2024-11-18,,Active,Monthly
1650,2307,1,2024-11-21,,Active,Annual
1651,2308,2,2026-01-16,,Active,Annual
1652,2308,1,2026-03-19,2026-09-05,Churned,Monthly
1653,2309,1,2026-06-12,2027-01-17,Churned,Monthly
1654,2310,1,2023-04-06,,Active,Monthly
1655,2311,1,2023-06-16,,Active,Annual
1656,2312,1,2024-03-07,2024-04-09,Churned,Monthly
1657,2313,2,2025-10-24,,Active,Monthly
1658,2314,2,2024-11-07,,Active,Monthly
1659,2315,1,2023-10-02,2024-03-18,Churned,Monthly
1660,2316,1,2025-12-06,,Active,Annual
1661,2317,2,2024-05-13,2025-02-22,Churned,Monthly
1662,2318,2,2026-01-25,,Active,Monthly
1663,2319,1,2025-12-07,,Active,Annual
1664,2320,1,2025-12-14,,Active,Annual
1665,2320,1,2026-07-30,,Active,Monthly
1666,2321,1,2023-02-16,,Active,Monthly
1667,2322,2,2027-02-05,,Active,Annual
1668,2322,2,2026-11-01,2027-11-09,Churned,Monthly
1669,2323,3,2024-05-29,,Active,Monthly
1670,2323,1,2024-12-10,,Active,Monthly
1671,2324,2,2023-09-12,2024-10-25,Churned,Annual
1672,2324,2,2023-02-18,,Active,Annual
1673,2325,2,2023-05-11,,Active,Monthly
1674,2325,1,2023-01-03,,Active,Annual
1675,2326,1,2025-01-18,,Active,Monthly
1676,2327,1,2023-03-06,,Active,Monthly
1677,2328,2,2022-11-11,,Active,Monthly
1678,2329,3,2026-05-25,2027-02-02,Churned,Monthly
1679,2330,2,2026-06-03,,Active,Monthly
1680,2331,2,2025-03-28,,Active,Annual
1681,2332,1,2022-11-30,2023-10-17,Churned,Monthly
1682,2333,1,2025-06-14,2026-03-09,Churned,Annual
1683,2334,3,2025-12-28,,Active,Monthly
1684,2335,2,2023-01-10,,Active,Monthly
1685,2336,1,2026-02-04,,Active,Monthly
1686,2337,1,2024-01-06,,Active,Monthly
1687,2338,2,2025-04-28,,Active,Annual
1688,2338,1,2024-07-07,,Active,Monthly
1689,2339,1,2024-02-11,,Active,Monthly
1690,2340,2,2025-02-21,,Active,Monthly
1691,2340,1,2025-07-08,,Paused,Monthly
1692,2341,2,2026-03-18,2027-01-13,Churned,Monthly
1693,2342,1,2026-04-22,,Active,Monthly
1694,2343,1,2026-02-20,,Active,Monthly
1695,2344,1,2023-11-10,2024-05-09,Churned,Annual
1696,2345,2,2023-10-17,2024-10-23,Churned,Monthly
1697,2346,1,2023-10-26,,Active,Monthly
1698,2347,1,2023-12-25,,Active,Monthly
1699,2348,1,2023-12-20,,Active,Monthly
1700,2349,1,2024-02-23,2025-02-08,Churned,Monthly
1701,2350,1,2027-03-09,,Paused,Monthly
1702,2351,3,2026-08-31,,Active,Monthly
1703,2352,2,2026-08-10,,Active,Monthly
1704,2353,2,2023-02-09,,Active,Monthly
1705,2353,3,2023-07-17,,Active,Monthly
1706,2354,2,2024-10-29,2025-06-03,Churned,Monthly
1707,2355,1,2024-12-31,,Active,Monthly
1708,2356,2,2025-05-31,,Active,Monthly
1709,2356,1,2025-05-19,,Active,Monthly
1710,2357,1,2024-06-12,,Active,Monthly
1711,2357,3,2023-10-12,,Active,Annual
1712,2358,2,2023-10-07,,Active,Annual
1713,2359,1,2024-07-22,,Active,Annual
1714,2360,1,2027-03-25,,Active,Monthly
1715,2361,2,2024-09-18,,Active,Monthly
1716,2362,1,2025-10-14,2027-02-08,Churned,Monthly
1717,2363,1,2024-08-31,,Active,Monthly
1718,2364,1,2024-08-26,2025-02-13,Churned,Monthly
1719,2364,1,2024-09-13,,Active,Monthly
1720,2365,1,2025-01-18,,Paused,Annual
1721,2365,1,2024-11-26,,Active,Annual
1722,2366,1,2024-04-10,,Active,Monthly
1723,2367,1,2025-11-04,2027-02-23,Churned,Monthly
1724,2368,1,2025-11-16,,Active,Monthly
1725,2368,1,2025-08-17,,Active,Monthly
1726,2369,2,2026-02-25,,Active,Annual
1727,2370,1,2024-10-30,,Active,Monthly
1728,2371,2,2025-01-27,,Active,Monthly
1729,2372,2,2025-01-27,2025-07-21,Churned,Annual
1730,2373,1,2022-12-10,,Active,Monthly
1731,2374,2,2022-12-08,,Active,Monthly
1732,2375,1,2023-12-13,,Active,Annual
1733,2376,2,2024-10-20,,Active,Monthly
1734,2377,1,2025-08-28,,Paused,Annual
1735,2378,1,2024-06-02,2025-02-16,Churned,Monthly
1736,2379,1,2023-03-08,,Active,Monthly
1737,2380,1,2023-06-13,,Active,Monthly
1738,2381,1,2025-09-21,2026-11-03,Churned,Monthly
1739,2381,2,2026-04-09,,Active,Monthly
1740,2382,2,2024-12-30,,Active,Monthly
1741,2383,1,2023-04-26,,Active,Monthly
1742,2383,1,2023-02-18,,Active,Annual
1743,2384,2,2024-05-27,2025-04-04,Churned,Monthly
1744,2385,2,2023-06-09,,Active,Monthly
1745,2386,1,2024-10-19,,Active,Monthly
1746,2387,2,2025-02-19,,Active,Monthly
1747,2388,2,2025-11-29,2027-03-08,Churned,Monthly
1748,2389,1,2025-03-23,,Active,Annual
1749,2390,1,2025-12-15,,Active,Annual
1750,2391,2,2023-09-07,,Active,Annual
1751,2391,1,2023-05-07,,Active,Monthly
1752,2392,2,2026-11-23,,Active,Monthly
1753,2393,2,2023-05-06,,Active,Monthly
1754,2394,1,2025-06-12,,Active,Monthly
1755,2394,1,2025-06-03,,Active,Monthly
1756,2395,1,2025-07-15,2025-11-28,Churned,Monthly
1757,2395,2,2025-02-14,,Active,Monthly
1758,2396,1,2025-02-07,,Active,Monthly
1759,2396,2,2025-07-16,2026-03-12,Churned,Monthly
1760,2397,2,2022-11-13,,Active,Annual
1761,2398,2,2024-12-17,2026-03-18,Churned,Monthly
1762,2399,1,2025-05-21,,Active,Monthly
1763,2400,1,2023-08-14,,Active,Monthly
1764,2401,1,2025-03-28,,Active,Monthly
1765,2402,1,2024-07-26,,Active,Monthly
1766,2403,2,2023-11-09,,Active,Annual
1767,2404,1,2025-02-02,2026-03-30,Churned,Monthly
1768,2405,1,2023-07-22,,Active,Annual
1769,2406,1,2026-06-04,,Active,Annual
1770,2407,1,2026-08-11,,Active,Annual
1771,2408,1,2025-10-14,,Active,Monthly
1772,2409,1,2024-04-11,,Active,Monthly
1773,2410,2,2024-12-14,,Active,Monthly
1774,2411,1,2023-03-19,2023-09-14,Churned,Annual
1775,2411,1,2023-06-16,,Active,Annual
1776,2412,1,2025-09-23,2025-12-10,Churned,Annual
1777,2413,1,2025-05-20,,Active,Monthly
1778,2414,1,2026-11-28,,Active,Monthly
1779,2414,2,2026-12-05,,Active,Monthly
1780,2415,3,2025-08-01,2026-05-23,Churned,Annual
1781,2416,3,2025-10-12,,Active,Annual
1782,2417,2,2024-04-24,2024-09-14,Churned,Annual
1783,2418,2,2025-03-14,,Active,Monthly
1784,2418,2,2025-02-25,,Active,Annual
1785,2419,2,2025-04-09,,Active,Monthly
1786,2420,1,2022-10-24,,Active,Annual
1787,2421,3,2024-10-17,2025-06-30,Churned,Monthly
1788,2422,1,2024-01-29,,Active,Monthly
1789,2422,2,2023-06-26,,Paused,Monthly
1790,2423,2,2023-06-03,2024-06-22,Churned,Annual
1791,2423,2,2023-04-23,,Active,Monthly
1792,2424,3,2026-06-11,,Active,Monthly
1793,2425,1,2024-10-12,,Active,Monthly
1794,2426,2,2025-06-06,2026-06-08,Churned,Annual
1795,2427,3,2024-10-28,,Active,Monthly
1796,2428,1,2026-06-08,,Active,Monthly
1797,2429,2,2026-04-24,,Active,Annual
1798,2429,1,2025-09-22,,Paused,Monthly
1799,2430,3,2025-04-01,,Active,Annual
1800,2431,1,2026-12-01,,Active,Annual
1801,2432,2,2026-04-21,2027-03-13,Churned,Monthly
1802,2433,1,2026-01-09,,Active,Monthly
1803,2433,1,2025-09-05,2026-10-26,Churned,Monthly
1804,2434,1,2022-09-09,,Active,Monthly
1805,2435,1,2025-02-16,,Active,Monthly
1806,2435,2,2025-01-29,,Active,Monthly
1807,2436,1,2026-05-12,,Active,Annual
1808,2436,1,2026-05-26,2026-12-02,Churned,Monthly
1809,2437,1,2026-05-09,,Active,Annual
1810,2438,2,2023-01-16,,Paused,Monthly
1811,2439,2,2024-09-16,,Active,Monthly
1812,2440,3,2026-08-16,,Active,Monthly
1813,2441,2,2024-11-03,,Active,Monthly
1814,2442,2,2025-09-27,,Active,Annual
1815,2442,2,2025-02-02,,Active,Monthly
1816,2443,1,2025-06-19,,Active,Monthly
1817,2444,1,2025-07-25,,Active,Monthly
1818,2445,1,2024-01-25,2024-06-04,Churned,Monthly
1819,2446,1,2026-06-26,,Active,Monthly
1820,2447,1,2026-10-21,,Active,Monthly
1821,2448,2,2025-06-18,,Active,Monthly
1822,2449,1,2025-04-05,,Active,Monthly
1823,2449,1,2025-04-08,,Active,Monthly
1824,2450,1,2025-04-09,2025-09-14,Churned,Monthly
1825,2451,2,2024-09-28,,Active,Annual
1826,2452,1,2025-12-23,,Active,Monthly
1827,2453,1,2026-09-24,,Active,Monthly
1828,2454,1,2023-12-09,,Active,Monthly
1829,2455,1,2023-12-14,,Active,Annual
1830,2456,1,2026-11-24,,Active,Monthly
1831,2457,2,2027-01-26,,Active,Monthly
1832,2458,1,2025-03-05,,Active,Monthly
1833,2459,1,2023-05-05,,Paused,Monthly
1834,2460,1,2024-03-17,,Active,Monthly
1835,2461,1,2024-04-20,,Active,Annual
1836,2462,1,2024-02-17,,Active,Monthly
1837,2463,3,2024-06-18,,Active,Monthly
1838,2464,1,2026-08-31,2027-02-11,Churned,Monthly
1839,2464,2,2026-08-25,,Active,Monthly
1840,2465,2,2026-04-18,,Paused,Annual
1841,2466,1,2026-08-03,,Active,Monthly
1842,2467,2,2023-12-16,,Active,Monthly
1843,2468,1,2023-10-20,,Active,Monthly
1844,2469,2,2025-08-24,,Active,Monthly
1845,2470,3,2023-08-28,,Active,Annual
1846,2470,1,2023-10-20,2024-05-03,Churned,Monthly
1847,2471,1,2027-01-05,,Active,Annual
1848,2472,1,2024-01-10,2024-10-06,Churned,Monthly
1849,2472,2,2024-06-23,2025-01-01,Churned,Monthly
1850,2473,2,2023-05-13,,Active,Monthly
1851,2474,1,2024-10-15,,Active,Monthly
1852,2475,3,2025-10-26,,Active,Monthly
1853,2476,2,2026-09-25,,Active,Monthly
1854,2477,3,2025-04-10,,Active,Monthly
1855,2477,2,2025-07-28,,Active,Annual
1856,2478,2,2023-04-02,,Active,Monthly
1857,2479,1,2025-04-30,2025-11-18,Churned,Monthly
1858,2480,2,2025-10-26,,Active,Monthly
1859,2481,1,2025-11-07,,Active,Monthly
1860,2482,2,2023-06-14,,Active,Monthly
1861,2482,1,2023-06-05,,Active,Monthly
1862,2483,2,2023-11-26,2024-01-04,Churned,Monthly
1863,2484,1,2026-10-21,,Active,Monthly
1864,2485,1,2025-11-20,,Active,Annual
