payment_id,customer_id,payment_date,amount,payment_status
17862,2468,2024-07-16,29.0,Paid
17863,2469,2025-08-24,99.0,Paid
17864,2469,2025-09-23,99.0,Paid
17865,2469,2025-10-23,99.0,Paid
17866,2469,2025-11-22,99.0,Paid
17867,2469,2025-12-22,99.0,Paid
17868,2469,2026-01-21,99.0,Paid
17869,2469,2026-02-20,99.0,Paid
17870,2469,2026-03-22,99.0,Paid
17871,2470,2023-08-28,5389.2,Paid
17872,2470,2023-09-27,5389.2,Paid
17873,2470,2023-10-27,5389.2,Paid
17874,2470,2023-11-26,5389.2,Paid
17875,2470,2023-12-26,5389.2,Paid
17876,2470,2024-01-25,5389.2,Paid
17877,2470,2024-02-24,5389.2,Paid
17878,2470,2024-03-25,5389.2,Paid
17879,2470,2024-04-24,5389.2,Refunded
17880,2470,2024-05-24,5389.2,Paid
17881,2470,2024-06-23,5389.2,Paid
17882,2470,2024-07-23,5389.2,Paid
17883,2470,2024-08-22,5389.2,Paid
17884,2470,2024-09-21,5389.2,Paid
17885,2470,2024-10-21,5389.2,Failed
17886,2470,2023-10-20,29.0,Paid
17887,2470,2023-11-19,29.0,Paid
17888,2470,2023-12-19,29.0,Paid
17889,2470,2024-01-18,29.0,Paid
17890,2470,2024-02-17,29.0,Paid
17891,2470,2024-03-18,29.0,Refunded
17892,2470,2024-04-17,29.0,Paid
17893,2471,2027-01-05,313.2,Paid
17894,2471,2027-02-04,313.2,Paid
17895,2471,2027-03-06,313.2,Failed
17896,2471,2027-04-05,313.2,Paid
17897,2471,2027-05-05,313.2,Paid
17898,2471,2027-06-04,313.2,Paid
17899,2471,2027-07-04,313.2,Paid
17900,2471,2027-08-03,313.2,Paid
17901,2471,2027-09-02,313.2,Paid
17902,2472,2024-01-10,29.0,Refunded
17903,2472,2024-02-09,29.0,Paid
17904,2472,2024-03-10,29.0,Paid
17905,2472,2024-04-09,29.0,Paid
17906,2472,2024-05-09,29.0,Paid
17907,2472,2024-06-08,29.0,Paid
17908,2472,2024-07-08,29.0,Paid
17909,2472,2024-08-07,29.0,Paid
17910,2472,2024-06-23,99.0,Paid
17911,2473,2023-05-13,99.0,Paid
17912,2473,2023-06-12,99.0,Paid
17913,2473,2023-07-12,99.0,Paid
17914,2473,2023-08-11,99.0,Refunded
17915,2473,2023-09-10,99.0,Paid
17916,2473,2023-10-10,99.0,Paid
17917,2473,2023-11-09,99.0,Paid
17918,2473,2023-12-09,99.0,Refunded
17919,2473,2024-01-08,99.0,Failed
17920,2473,2024-02-07,99.0,Paid
17921,2473,2024-03-08,99.0,Paid
17922,2473,2024-04-07,99.0,Paid
17923,2473,2024-05-07,99.0,Paid
17924,2473,2024-06-06,99.0,Paid
17925,2473,2024-07-06,99.0,Paid
17926,2474,2024-10-15,29.0,Paid
17927,2474,2024-11-14,29.0,Paid
17928,2474,2024-12-14,29.0,Paid
17929,2474,2025-01-13,29.0,Paid
17930,2474,2025-02-12,29.0,Paid
17931,2474,2025-03-14,29.0,Refunded
17932,2474,2025-04-13,29.0,Paid
17933,2474,2025-05-13,29.0,Paid
17934,2474,2025-06-12,29.0,Paid
17935,2474,2025-07-12,29.0,Paid
17936,2475,2025-10-26,499.0,Paid
17937,2475,2025-11-25,499.0,Paid
17938,2475,2025-12-25,499.0,Paid
17939,2475,2026-01-24,499.0,Failed
17940,2475,2026-02-23,499.0,Failed
17941,2475,2026-03-25,499.0,Paid
17942,2475,2026-04-24,499.0,Paid
17943,2476,2026-09-25,99.0,Paid
17944,2476,2026-10-25,99.0,Paid
17945,2476,2026-11-24,99.0,Paid
17946,2476,2026-12-24,99.0,Paid
17947,2476,2027-01-23,99.0,Paid
17948,2476,2027-02-22,99.0,Paid
17949,2476,2027-03-24,99.0,Paid
17950,2476,2027-04-23,99.0,Paid
17951,2476,2027-05-23,99.0,Paid
17952,2476,2027-06-22,99.0,Failed
17953,2476,2027-07-22,99.0,Paid
17954,2476,2027-08-21,99.0,Paid
17955,2476,2027-09-20,99.0,Paid
17956,2476,2027-10-20,99.0,Refunded
17957,2477,2025-04-10,499.0,Paid
17958,2477,2025-05-10,499.0,Failed
17959,2477,2025-06-09,499.0,Paid
17960,2477,2025-07-09,499.0,Paid
17961,2477,2025-07-28,1069.2,Paid
17962,2477,2025-08-27,1069.2,Paid
17963,2477,2025-09-26,1069.2,Refunded
17964,2477,2025-10-26,1069.2,Failed
17965,2477,2025-11-25,1069.2,Paid
17966,2477,2025-12-25,1069.2,Paid
17967,2477,2026-01-24,1069.2,Paid
17968,2477,2026-02-23,1069.2,Paid
17969,2477,2026-03-25,1069.2,Paid
17970,2478,2023-04-02,99.0,Paid
17971,2478,2023-05-02,99.0,Paid
17972,2478,2023-06-01,99.0,Paid
17973,2478,2023-07-01,99.0,Paid
17974,2478,2023-07-31,99.0,Paid
17975,2478,2023-08-30,99.0,Paid
17976,2479,2025-04-30,29.0,Paid
17977,2479,2025-05-30,29.0,Paid
17978,2479,2025-06-29,29.0,Paid
17979,2479,2025-07-29,29.0,Paid
17980,2480,2025-10-26,99.0,Failed
17981,2480,2025-11-25,99.0,Paid
17982,2480,2025-12-25,99.0,Paid
17983,2480,2026-01-24,99.0,Paid
17984,2480,2026-02-23,99.0,Paid
17985,2480,2026-03-25,99.0,Paid
17986,2480,2026-04-24,99.0,Paid
17987,2480,2026-05-24,99.0,Paid
17988,2481,2025-11-07,29.0,Paid
17989,2481,2025-12-07,29.0,Paid
17990,2481,2026-01-06,29.0,Paid
17991,2481,2026-02-05,29.0,Paid
17992,2482,2023-06-14,99.0,Paid
17993,2482,2023-07-14,99.0,Paid
17994,2482,2023-08-13,99.0,Paid
17995,2482,2023-09-12,99.0,Paid
17996,2482,2023-10-12,99.0,Failed
17997,2482,2023-11-11,99.0,Paid
17998,2482,2023-12-11,99.0,Paid
17999,2482,2024-01-10,99.0,Paid
18000,2482,2024-02-09,99.0,Paid
18001,2482,2024-03-10,99.0,Paid
18002,2482,2024-04-09,99.0,Paid
18003,2482,2024-05-09,99.0,Paid
18004,2482,2023-06-05,29.0,Paid
18005,2482,2023-07-05,29.0,Failed
18006,2482,2023-08-04,29.0,Paid
18007,2482,2023-09-03,29.0,Paid
18008,2482,2023-10-03,29.0,Paid
18009,2482,2023-11-02,29.0,Paid
18010,2482,2023-12-02,29.0,Failed
18011,2482,2024-01-01,29.0,Paid
18012,2482,2024-01-31,29.0,Paid
18013,2482,2024-03-01,29.0,Paid
18014,2482,2024-03-31,29.0,Failed
18015,2482,2024-04-30,29.0,Paid
18016,2482,2024-05-30,29.0,Paid
18017,2482,2024-06-29,29.0,Paid
18018,2483,2023-11-26,99.0,Paid
18019,2484,2026-10-21,29.0,Paid
18020,2484,2026-11-20,29.0,Paid
18021,2484,2026-12-20,29.0,Paid
18022,2484,2027-01-19,29.0,Paid
18023,2484,2027-02-18,29.0,Paid
18024,2484,2027-03-20,29.0,Paid
18025,2484,2027-04-19,29.0,Paid
18026,2484,2027-05-19,29.0,Paid
18027,2485,2025-11-20,313.2,Paid
18028,2485,2025-12-20,313.2,Paid
18029,2485,2026-01-19,313.2,Paid
18030,2485,2026-02-18,313.2,Failed
18031,2485,2026-03-20,313.2,Paid
18032,2485,2026-04-19,313.2,Paid
18033,2485,2026-05-19,313.2,Paid
18034,2486,2026-07-25,99.0,Paid
18035,2486,2026-08-24,99.0,Paid
18036,2486,2026-09-23,99.0,Paid
18037,2486,2026-10-23,99.0,Paid
18038,2486,2026-01-14,313.2,Paid
18039,2486,2026-02-13,313.2,Paid
18040,2486,2026-03-15,313.2,Paid
18041,2486,2026-04-14,313.2,Paid
18042,2486,2026-05-14,313.2,Paid
18043,2486,2026-06-13,313.2,Paid
18044,2486,2026-07-13,313.2,Paid
18045,2486,2026-08-12,313.2,Paid
18046,2486,2026-09-11,313.2,Paid
18047,2486,2026-10-11,313.2,Failed
18048,2486,2026-11-10,313.2,Failed
18049,2486,2026-12-10,313.2,Paid
18050,2486,2027-01-09,313.2,Paid
18051,2486,2027-02-08,313.2,Refunded
18052,2486,2027-03-10,313.2,Refunded
18053,2486,2027-04-09,313.2,Paid
18054,2487,2026-03-21,29.0,Paid
18055,2487,2026-04-20,29.0,Paid
18056,2487,2026-05-20,29.0,Paid
18057,2487,2026-06-19,29.0,Paid
18058,2487,2026-07-19,29.0,Paid
18059,2487,2026-08-18,29.0,Paid
18060,2488,2026-02-01,29.0,Paid
18061,2488,2026-03-03,29.0,Paid
18062,2488,2026-04-02,29.0,Paid
18063,2488,2026-05-02,29.0,Failed
18064,2488,2025-08-07,29.0,Paid
18065,2488,2025-09-06,29.0,Paid
18066,2488,2025-10-06,29.0,Paid
18067,2488,2025-11-05,29.0,Paid
18068,2488,2025-12-05,29.0,Paid
18069,2488,2026-01-04,29.0,Paid
18070,2489,2023-11-13,29.0,Failed
18071,2489,2023-12-13,29.0,Paid
18072,2489,2024-01-12,29.0,Paid
18073,2489,2024-02-11,29.0,Paid
18074,2489,2024-03-12,29.0,Paid
18075,2489,2024-04-11,29.0,Paid
18076,2489,2024-05-11,29.0,Paid
18077,2489,2024-06-10,29.0,Paid
18078,2489,2024-07-10,29.0,Paid
18079,2489,2024-08-09,29.0,Paid
18080,2490,2026-05-27,29.0,Paid
18081,2490,2026-06-26,29.0,Paid
18082,2490,2026-07-26,29.0,Paid
18083,2490,2026-08-25,29.0,Paid
18084,2490,2026-09-24,29.0,Paid
18085,2490,2026-10-24,29.0,Paid
18086,2490,2026-11-23,29.0,Paid
18087,2490,2026-12-23,29.0,Paid
18088,2490,2027-01-22,29.0,Refunded
18089,2490,2027-02-21,29.0,Paid
18090,2491,2025-05-13,29.0,Paid
18091,2491,2025-06-12,29.0,Paid
18092,2491,2025-07-12,29.0,Failed
18093,2491,2025-08-11,29.0,Paid
18094,2491,2025-09-10,29.0,Paid
18095,2491,2025-10-10,29.0,Paid
18096,2491,2025-11-09,29.0,Paid
18097,2491,2025-12-09,29.0,Paid
18098,2491,2026-01-08,29.0,Paid
18099,2492,2024-04-14,313.2,Paid
18100,2492,2024-05-14,313.2,Paid
18101,2492,2024-06-13,313.2,Paid
18102,2492,2024-07-13,313.2,Failed
18103,2492,2024-08-12,313.2,Paid
18104,2492,2024-09-11,313.2,Refunded
18105,2492,2024-10-11,313.2,Paid
18106,2492,2024-11-10,313.2,Paid
18107,2492,2024-12-10,313.2,Paid
18108,2492,2025-01-09,313.2,Paid
18109,2492,2025-02-08,313.2,Paid
18110,2492,2025-03-10,313.2,Paid
18111,2492,2025-04-09,313.2,Paid
18112,2492,2025-05-09,313.2,Paid
18113,2493,2023-02-28,99.0,Paid
18114,2493,2023-03-30,99.0,Paid
18115,2493,2023-04-29,99.0,Paid
18116,2493,2023-05-29,99.0,Refunded
18117,2493,2023-06-28,99.0,Paid
18118,2493,2023-07-28,99.0,Paid
18119,2493,2023-08-27,99.0,Paid
18120,2493,2023-09-26,99.0,Paid
18121,2493,2023-10-26,99.0,Paid
18122,2493,2023-11-25,99.0,Paid
18123,2494,2025-08-17,29.0,Paid
18124,2494,2025-09-16,29.0,Paid
18125,2494,2025-10-16,29.0,Paid
18126,2494,2025-11-15,29.0,Paid
18127,2494,2025-12-15,29.0,Refunded
18128,2494,2026-01-14,29.0,Paid
18129,2494,2026-02-13,29.0,Paid
18130,2494,2026-03-15,29.0,Paid
18131,2494,2026-04-14,29.0,Paid
18132,2494,2026-05-14,29.0,Paid
18133,2494,2026-06-13,29.0,Paid
18134,2494,2026-07-13,29.0,Paid
18135,2494,2026-08-12,29.0,Paid
18136,2494,2026-09-11,29.0,Paid
18137,2494,2026-10-11,29.0,Paid
18138,2494,2026-11-10,29.0,Paid
18139,2494,2026-12-10,29.0,Paid
18140,2494,2027-01-09,29.0,Paid
18141,2495,2025-02-27,29.0,Paid
18142,2495,2025-03-29,29.0,Paid
18143,2495,2025-04-28,29.0,Paid
18144,2495,2025-05-28,29.0,Paid
18145,2495,2025-06-27,29.0,Paid
18146,2495,2025-07-27,29.0,Paid
18147,2495,2025-08-26,29.0,Paid
18148,2495,2025-09-25,29.0,Paid
18149,2495,2025-10-25,29.0,Paid
18150,2495,2025-11-24,29.0,Paid
18151,2496,2024-07-11,1069.2,Failed
18152,2496,2024-08-10,1069.2,Paid
18153,2496,2024-09-09,1069.2,Paid
18154,2496,2024-10-09,1069.2,Paid
18155,2496,2024-11-08,1069.2,Paid
18156,2496,2024-12-08,1069.2,Paid
18157,2496,2025-01-07,1069.2,Paid
18158,2496,2025-02-06,1069.2,Paid
18159,2496,2025-03-08,1069.2,Paid
18160,2496,2025-04-07,1069.2,Paid
18161,2496,2025-05-07,1069.2,Paid
18162,2496,2025-06-06,1069.2,Paid
18163,2496,2025-07-06,1069.2,Paid
18164,2496,2025-08-05,1069.2,Paid
18165,2496,2025-09-04,1069.2,Paid
18166,2496,2025-10-04,1069.2,Paid
18167,2496,2025-11-03,1069.2,Paid
18168,2496,2025-12-03,1069.2,Paid
18169,2497,2023-04-28,29.0,Paid
18170,2497,2023-05-28,29.0,Paid
18171,2497,2023-06-27,29.0,Paid
18172,2497,2023-07-27,29.0,Paid
18173,2497,2023-08-26,29.0,Paid
18174,2497,2023-05-15,99.0,Paid
18175,2497,2023-06-14,99.0,Paid
18176,2497,2023-07-14,99.0,Paid
18177,2497,2023-08-13,99.0,Paid
18178,2498,2024-11-17,99.0,Paid
18179,2498,2024-12-17,99.0,Paid
18180,2498,2025-01-16,99.0,Paid
18181,2499,2023-12-01,29.0,Refunded
18182,2499,2023-12-31,29.0,Paid
18183,2499,2024-01-30,29.0,Failed
18184,2499,2024-02-29,29.0,Paid
18185,2500,2026-04-14,5389.2,Paid
18186,2500,2026-05-14,5389.2,Paid
18187,2500,2026-06-13,5389.2,Paid
18188,2500,2026-10-10,29.0,Paid
18189,2500,2026-11-09,29.0,Paid
18190,2500,2026-12-09,29.0,Failed
18191,2501,2023-09-09,99.0,Paid
18192,2501,2023-10-09,99.0,Paid
18193,2501,2023-11-08,99.0,Paid
18194,2501,2023-12-08,99.0,Paid
18195,2501,2024-01-07,99.0,Paid
18196,2501,2024-02-06,99.0,Paid
18197,2501,2024-03-07,99.0,Paid
18198,2501,2024-04-06,99.0,Paid
18199,2501,2024-05-06,99.0,Paid
18200,2501,2024-06-05,99.0,Paid
18201,2501,2024-07-05,99.0,Paid
18202,2501,2024-08-04,99.0,Paid
18203,2501,2024-09-03,99.0,Paid
18204,2502,2023-03-19,99.0,Paid
18205,2502,2023-04-18,99.0,Paid
18206,2502,2023-05-18,99.0,Paid
18207,2502,2023-06-17,99.0,Paid
18208,2502,2023-07-17,99.0,Paid
18209,2502,2023-08-16,99.0,Refunded
18210,2502,2023-09-15,99.0,Failed
18211,2502,2023-10-15,99.0,Paid
18212,2502,2023-11-14,99.0,Paid
18213,2502,2023-12-14,99.0,Paid
18214,2502,2024-01-13,99.0,Paid
18215,2502,2024-02-12,99.0,Paid
18216,2502,2024-03-13,99.0,Paid
18217,2502,2024-04-12,99.0,Refunded
18218,2502,2024-05-12,99.0,Paid
18219,2502,2024-06-11,99.0,Failed
18220,2503,2024-10-29,313.2,Refunded
18221,2503,2024-11-28,313.2,Paid
18222,2503,2024-12-28,313.2,Failed
18223,2503,2025-01-27,313.2,Paid
18224,2503,2025-02-26,313.2,Paid
18225,2503,2025-03-28,313.2,Paid
18226,2504,2023-06-12,499.0,Paid
18227,2504,2023-07-12,499.0,Paid
18228,2504,2023-08-11,499.0,Paid
18229,2504,2023-09-10,499.0,Paid
18230,2504,2023-10-10,499.0,Paid
18231,2504,2023-11-09,499.0,Paid
18232,2504,2023-12-09,499.0,Paid
18233,2504,2024-01-08,499.0,Paid
18234,2504,2024-02-07,499.0,Paid
18235,2504,2024-03-08,499.0,Paid
18236,2504,2024-04-07,499.0,Paid
18237,2504,2024-05-07,499.0,Paid
18238,2504,2024-06-06,499.0,Paid
18239,2504,2024-07-06,499.0,Paid
18240,2504,2024-08-05,499.0,Paid
18241,2505,2026-11-16,313.2,Paid
18242,2505,2026-12-16,313.2,Paid
18243,2505,2027-01-15,313.2,Paid
18244,2505,2027-02-14,313.2,Paid
18245,2505,2027-03-16,313.2,Paid
18246,2505,2027-04-15,313.2,Paid
18247,2505,2027-05-15,313.2,Failed
18248,2506,2024-09-25,29.0,Paid
18249,2506,2024-10-25,29.0,Paid
18250,2506,2024-11-24,29.0,Paid
18251,2506,2024-12-24,29.0,Paid
18252,2506,2025-01-23,29.0,Paid
18253,2506,2025-02-22,29.0,Paid
18254,2506,2025-03-24,29.0,Paid
18255,2506,2025-04-23,29.0,Paid
18256,2506,2024-12-17,313.2,Paid
18257,2506,2025-01-16,313.2,Paid
18258,2506,2025-02-15,313.2,Paid
18259,2506,2025-03-17,313.2,Paid
18260,2506,2025-04-16,313.2,Paid
18261,2506,2025-05-16,313.2,Paid
18262,2507,2026-04-12,29.0,Paid
18263,2507,2026-05-12,29.0,Paid
18264,2507,2026-06-11,29.0,Paid
18265,2507,2026-07-11,29.0,Paid
18266,2507,2026-08-10,29.0,Paid
18267,2507,2026-09-09,29.0,Paid
18268,2507,2026-10-09,29.0,Paid
18269,2507,2026-11-08,29.0,Paid
18270,2507,2026-12-08,29.0,Failed
18271,2507,2027-01-07,29.0,Paid
18272,2507,2027-02-06,29.0,Paid
18273,2507,2027-03-08,29.0,Paid
18274,2507,2027-04-07,29.0,Paid
18275,2507,2027-05-07,29.0,Paid
18276,2507,2027-06-06,29.0,Paid
18277,2508,2025-08-31,313.2,Paid
18278,2508,2025-09-30,313.2,Refunded
18279,2508,2025-10-30,313.2,Paid
18280,2508,2025-11-29,313.2,Paid
18281,2508,2025-12-29,313.2,Paid
18282,2508,2026-01-28,313.2,Paid
18283,2508,2026-02-27,313.2,Paid
18284,2508,2026-03-29,313.2,Failed
18285,2508,2026-04-28,313.2,Paid
18286,2508,2026-05-28,313.2,Paid
18287,2508,2026-06-27,313.2,Refunded
18288,2508,2025-02-27,1069.2,Paid
18289,2508,2025-03-29,1069.2,Paid
18290,2508,2025-04-28,1069.2,Paid
18291,2508,2025-05-28,1069.2,Paid
18292,2508,2025-06-27,1069.2,Paid
18293,2508,2025-07-27,1069.2,Paid
18294,2508,2025-08-26,1069.2,Paid
18295,2508,2025-09-25,1069.2,Paid
18296,2508,2025-10-25,1069.2,Paid
18297,2508,2025-11-24,1069.2,Paid
18298,2508,2025-12-24,1069.2,Paid
18299,2508,2026-01-23,1069.2,Paid
18300,2508,2026-02-22,1069.2,Paid
18301,2508,2026-03-24,1069.2,Paid
18302,2508,2026-04-23,1069.2,Paid
18303,2508,2026-05-23,1069.2,Paid
18304,2508,2026-06-22,1069.2,Paid
18305,2508,2026-07-22,1069.2,Paid
18306,2509,2025-08-23,313.2,Paid
18307,2509,2025-09-22,313.2,Paid
18308,2509,2025-01-06,1069.2,Paid
18309,2509,2025-02-05,1069.2,Paid
18310,2509,2025-03-07,1069.2,Refunded
18311,2509,2025-04-06,1069.2,Paid
18312,2509,2025-05-06,1069.2,Paid
18313,2509,2025-06-05,1069.2,Paid
18314,2509,2025-07-05,1069.2,Paid
18315,2509,2025-08-04,1069.2,Paid
18316,2509,2025-09-03,1069.2,Paid
18317,2509,2025-10-03,1069.2,Paid
18318,2509,2025-11-02,1069.2,Paid
18319,2509,2025-12-02,1069.2,Paid
18320,2509,2026-01-01,1069.2,Failed
18321,2509,2026-01-31,1069.2,Paid
18322,2510,2024-11-16,499.0,Paid
18323,2510,2024-12-16,499.0,Paid
18324,2510,2025-01-15,499.0,Paid
18325,2510,2025-02-14,499.0,Paid
18326,2510,2025-03-16,499.0,Paid
18327,2510,2025-04-15,499.0,Paid
18328,2510,2025-05-15,499.0,Paid
18329,2510,2025-06-14,499.0,Paid
18330,2510,2025-07-14,499.0,Paid
18331,2510,2025-08-13,499.0,Paid
18332,2510,2025-09-12,499.0,Paid
18333,2510,2025-10-12,499.0,Paid
18334,2510,2025-11-11,499.0,Paid
18335,2510,2025-12-11,499.0,Paid
18336,2510,2024-09-30,1069.2,Failed
18337,2510,2024-10-30,1069.2,Paid
18338,2510,2024-11-29,1069.2,Paid
18339,2510,2024-12-29,1069.2,Paid
18340,2510,2025-01-28,1069.2,Paid
18341,2510,2025-02-27,1069.2,Paid
18342,2510,2025-03-29,1069.2,Paid
18343,2510,2025-04-28,1069.2,Paid
18344,2510,2025-05-28,1069.2,Paid
18345,2510,2025-06-27,1069.2,Paid
18346,2511,2025-07-29,99.0,Paid
18347,2511,2025-08-28,99.0,Paid
18348,2511,2025-09-27,99.0,Refunded
18349,2511,2025-10-27,99.0,Paid
18350,2511,2025-11-26,99.0,Paid
18351,2511,2025-12-26,99.0,Paid
18352,2511,2026-01-25,99.0,Paid
18353,2511,2026-02-24,99.0,Paid
18354,2511,2026-03-26,99.0,Paid
18355,2511,2026-04-25,99.0,Paid
18356,2511,2026-05-25,99.0,Paid
18357,2511,2026-06-24,99.0,Paid
18358,2511,2025-10-09,29.0,Paid
18359,2511,2025-11-08,29.0,Paid
18360,2511,2025-12-08,29.0,Paid
18361,2512,2023-02-25,29.0,Paid
18362,2512,2023-03-27,29.0,Paid
18363,2512,2023-04-26,29.0,Refunded
18364,2512,2023-05-26,29.0,Paid
18365,2512,2023-06-25,29.0,Paid
18366,2512,2023-07-25,29.0,Paid
18367,2512,2023-08-24,29.0,Paid
18368,2512,2023-09-23,29.0,Paid
18369,2512,2023-10-23,29.0,Paid
18370,2512,2023-11-22,29.0,Paid
18371,2512,2023-12-22,29.0,Paid
18372,2512,2024-01-21,29.0,Paid
18373,2512,2024-02-20,29.0,Paid
18374,2512,2024-03-21,29.0,Paid
18375,2512,2024-04-20,29.0,Paid
18376,2512,2024-05-20,29.0,Paid
18377,2512,2024-06-19,29.0,Refunded
18378,2512,2022-09-11,99.0,Paid
18379,2512,2022-10-11,99.0,Paid
18380,2512,2022-11-10,99.0,Paid
18381,2512,2022-12-10,99.0,Paid
18382,2512,2023-01-09,99.0,Paid
18383,2512,2023-02-08,99.0,Paid
18384,2512,2023-03-10,99.0,Paid
18385,2513,2026-08-11,29.0,Paid
18386,2513,2026-09-10,29.0,Paid
18387,2513,2026-10-10,29.0,Paid
18388,2513,2026-11-09,29.0,Paid
18389,2513,2026-12-09,29.0,Failed
18390,2513,2027-01-08,29.0,Paid
18391,2513,2027-02-07,29.0,Paid
18392,2513,2027-03-09,29.0,Paid
18393,2513,2027-04-08,29.0,Paid
18394,2513,2027-05-08,29.0,Paid
18395,2514,2023-05-22,29.0,Paid
18396,2514,2023-06-21,29.0,Paid
18397,2514,2023-07-21,29.0,Failed
18398,2515,2024-07-27,29.0,Refunded
18399,2515,2024-08-26,29.0,Paid
18400,2515,2024-09-25,29.0,Paid
18401,2515,2024-10-25,29.0,Paid
18402,2515,2024-11-24,29.0,Paid
18403,2515,2024-12-24,29.0,Paid
18404,2515,2025-01-23,29.0,Paid
18405,2515,2025-02-22,29.0,Paid
18406,2515,2025-03-24,29.0,Paid
18407,2515,2025-04-23,29.0,Paid
18408,2515,2025-05-23,29.0,Failed
18409,2515,2025-06-22,29.0,Paid
18410,2516,2024-03-31,29.0,Paid
18411,2516,2024-04-30,29.0,Paid
18412,2516,2024-05-30,29.0,Paid
18413,2516,2024-06-29,29.0,Paid
18414,2516,2024-07-29,29.0,Paid
18415,2516,2024-08-28,29.0,Paid
18416,2516,2024-09-27,29.0,Paid
18417,2516,2024-10-27,29.0,Paid
18418,2516,2024-11-26,29.0,Paid
18419,2516,2024-12-26,29.0,Paid
18420,2516,2025-01-25,29.0,Failed
18421,2516,2025-02-24,29.0,Paid
18422,2516,2025-03-26,29.0,Paid
18423,2516,2025-04-25,29.0,Paid
18424,2517,2025-05-08,29.0,Paid
18425,2517,2025-06-07,29.0,Paid
18426,2517,2025-07-07,29.0,Paid
18427,2517,2025-08-06,29.0,Paid
18428,2517,2025-09-05,29.0,Paid
18429,2517,2025-10-05,29.0,Paid
18430,2517,2025-11-04,29.0,Paid
18431,2517,2025-12-04,29.0,Paid
18432,2517,2026-01-03,29.0,Paid
18433,2517,2026-02-02,29.0,Paid
18434,2517,2026-03-04,29.0,Paid
18435,2517,2026-04-03,29.0,Paid
18436,2518,2023-01-01,313.2,Paid
18437,2518,2023-01-31,313.2,Paid
18438,2518,2023-03-02,313.2,Paid
18439,2518,2023-04-01,313.2,Paid
18440,2518,2023-09-10,29.0,Paid
18441,2518,2023-10-10,29.0,Paid
18442,2518,2023-11-09,29.0,Paid
18443,2518,2023-12-09,29.0,Paid
18444,2518,2024-01-08,29.0,Paid
18445,2518,2024-02-07,29.0,Paid
18446,2518,2024-03-08,29.0,Paid
18447,2519,2024-03-28,313.2,Paid
18448,2519,2024-04-27,313.2,Refunded
18449,2519,2024-05-27,313.2,Paid
18450,2519,2024-06-26,313.2,Paid
18451,2519,2024-07-26,313.2,Paid
18452,2519,2024-08-25,313.2,Paid
18453,2519,2024-09-24,313.2,Paid
18454,2519,2024-10-24,313.2,Paid
18455,2519,2024-11-23,313.2,Paid
18456,2519,2024-12-23,313.2,Paid
18457,2520,2023-12-06,99.0,Paid
18458,2520,2024-01-05,99.0,Paid
18459,2520,2024-02-04,99.0,Paid
18460,2520,2024-03-05,99.0,Paid
18461,2520,2024-04-04,99.0,Paid
18462,2520,2024-03-12,29.0,Paid
18463,2520,2024-04-11,29.0,Paid
18464,2520,2024-05-11,29.0,Paid
18465,2520,2024-06-10,29.0,Paid
18466,2520,2024-07-10,29.0,Paid
18467,2520,2024-08-09,29.0,Paid
18468,2520,2024-09-08,29.0,Paid
18469,2520,2024-10-08,29.0,Paid
18470,2520,2024-11-07,29.0,Failed
18471,2520,2024-12-07,29.0,Paid
18472,2520,2025-01-06,29.0,Paid
18473,2520,2025-02-05,29.0,Paid
18474,2520,2025-03-07,29.0,Paid
18475,2520,2025-04-06,29.0,Paid
18476,2520,2025-05-06,29.0,Failed
18477,2521,2023-04-18,99.0,Refunded
18478,2521,2023-05-18,99.0,Paid
18479,2521,2023-06-17,99.0,Paid
18480,2521,2023-07-17,99.0,Paid
18481,2521,2023-08-16,99.0,Paid
18482,2521,2023-09-15,99.0,Paid
18483,2521,2023-10-15,99.0,Paid
18484,2521,2023-11-14,99.0,Paid
18485,2521,2023-12-14,99.0,Paid
18486,2521,2024-01-13,99.0,Paid
18487,2521,2024-02-12,99.0,Refunded
18488,2521,2024-03-13,99.0,Failed
18489,2521,2024-04-12,99.0,Paid
18490,2521,2024-05-12,99.0,Paid
18491,2521,2024-06-11,99.0,Paid
18492,2521,2024-07-11,99.0,Paid
18493,2521,2024-08-10,99.0,Paid
18494,2522,2023-11-29,99.0,Paid
18495,2522,2023-12-29,99.0,Paid
18496,2522,2024-01-28,99.0,Paid
18497,2522,2024-02-27,99.0,Paid
18498,2522,2024-03-28,99.0,Paid
18499,2522,2024-04-27,99.0,Paid
18500,2522,2024-05-27,99.0,Paid
18501,2522,2024-06-26,99.0,Paid
18502,2522,2023-11-21,29.0,Paid
18503,2522,2023-12-21,29.0,Paid
18504,2522,2024-01-20,29.0,Paid
18505,2522,2024-02-19,29.0,Paid
18506,2522,2024-03-20,29.0,Paid
18507,2523,2025-03-28,99.0,Paid
18508,2523,2025-04-27,99.0,Paid
18509,2523,2025-05-27,99.0,Paid
18510,2523,2025-06-26,99.0,Paid
18511,2523,2025-07-26,99.0,Paid
18512,2523,2025-08-25,99.0,Paid
18513,2523,2025-09-24,99.0,Paid
18514,2523,2025-10-24,99.0,Paid
18515,2523,2025-11-23,99.0,Paid
18516,2523,2025-12-23,99.0,Paid
18517,2523,2026-01-22,99.0,Paid
18518,2523,2026-02-21,99.0,Paid
18519,2523,2025-03-21,99.0,Paid
18520,2523,2025-04-20,99.0,Paid
18521,2523,2025-05-20,99.0,Paid
