ticket_id,customer_id,created_date,priority,status
3879,4325,2024-03-20,Medium,Closed
3880,4515,2023-11-27,High,Closed
3881,3684,2025-01-23,Critical,In Progress
3882,2019,2024-04-02,High,Closed
3883,5612,2026-02-08,Low,Closed
3884,2373,2025-12-09,Low,Closed
3885,4592,2024-10-08,Medium,In Progress
3886,5337,2025-11-25,Critical,Closed
3887,5867,2023-07-05,Low,In Progress
3888,3990,2024-10-20,Low,Closed
3889,3432,2025-02-19,Medium,Closed
3890,2605,2026-05-31,Low,Closed
3891,4074,2023-07-25,Low,Closed
3892,3595,2026-05-18,Low,Closed
3893,4994,2025-12-22,Medium,Closed
3894,2319,2024-10-14,High,In Progress
3895,1980,2024-01-03,Medium,Closed
3896,2890,2024-08-28,Medium,In Progress
3897,1723,2024-05-12,Low,Closed
3898,1770,2026-04-23,Low,In Progress
3899,3892,2024-11-18,High,Closed
3900,4343,2025-01-19,Medium,Closed
3901,2598,2026-05-12,Low,Closed
3902,1437,2026-06-05,Low,Open
3903,4708,2026-03-20,Low,Closed
3904,5624,2024-08-13,Medium,Closed
3905,1583,2025-01-18,Medium,Open
3906,1850,2024-03-09,High,Closed
3907,3560,2024-05-19,Low,Closed
3908,5370,2023-08-27,Low,Closed
3909,4334,2025-08-19,Medium,Closed
3910,1957,2023-12-24,Critical,In Progress
3911,5085,2025-01-28,High,In Progress
3912,1221,2024-08-07,Medium,Closed
3913,1212,2024-11-04,Medium,Closed
3914,1608,2024-04-24,High,Closed
3915,1947,2024-09-30,Medium,Closed
3916,4357,2025-01-22,Critical,Open
3917,4566,2024-10-25,Medium,In Progress
3918,5877,2024-02-17,High,Closed
3919,1849,2025-07-24,High,Closed
3920,2456,2024-08-17,Low,Closed
3921,5868,2025-10-04,Medium,Closed
3922,4676,2026-06-19,Medium,In Progress
3923,1676,2025-07-17,Critical,Closed
3924,3624,2026-01-04,Low,Closed
3925,5997,2024-09-19,Low,Closed
3926,4273,2025-12-12,Medium,Open
3927,3751,2024-09-24,High,Closed
3928,4204,2025-12-17,Low,Closed
3929,1912,2023-09-15,Low,Closed
3930,5211,2026-03-11,Medium,Closed
3931,5010,2024-05-04,High,Closed
3932,4236,2023-11-08,High,Closed
3933,1389,2023-12-14,High,Closed
3934,1471,2026-04-18,Low,Open
3935,5419,2024-06-09,Low,Closed
3936,3602,2025-08-13,Low,Closed
3937,3247,2025-04-23,Low,In Progress
3938,5375,2023-07-08,Medium,Closed
3939,5408,2024-07-20,Medium,Closed
3940,5166,2025-08-07,Low,In Progress
3941,2340,2024-10-24,Medium,In Progress
3942,3124,2025-04-18,Medium,Closed
3943,1634,2025-12-15,High,Open
3944,3500,2023-11-13,Low,Closed
3945,2648,2024-06-29,High,In Progress
3946,4131,2023-08-26,Low,Closed
3947,4505,2023-08-27,High,In Progress
3948,5521,2024-08-16,Low,Closed
3949,2625,2024-07-01,Low,Closed
3950,5026,2026-03-21,Low,Closed
3951,5113,2024-10-24,Medium,Closed
3952,2079,2025-05-06,Critical,Open
3953,3828,2024-05-06,High,In Progress
3954,4004,2025-06-16,Low,Closed
3955,1685,2025-07-30,Medium,Closed
3956,1857,2023-10-16,Low,Closed
3957,2512,2025-10-27,Low,Closed
3958,2847,2025-01-06,High,In Progress
3959,4063,2026-04-25,Medium,Closed
3960,4922,2024-05-10,High,Closed
3961,4813,2026-03-26,High,Open
3962,4716,2026-03-01,High,In Progress
3963,4059,2024-10-31,Medium,Closed
3964,2427,2023-12-21,Medium,Closed
3965,3709,2024-04-24,Low,Closed
3966,1680,2023-12-16,Low,Closed
3967,1866,2025-05-19,High,Closed
3968,2567,2026-02-09,Critical,Open
3969,5993,2025-01-13,Low,Closed
3970,2798,2024-12-19,Medium,Closed
3971,3596,2026-03-15,Medium,Closed
3972,3898,2024-08-27,High,Closed
3973,5688,2024-11-12,Medium,Open
3974,1621,2026-06-14,High,Closed
3975,4924,2025-09-08,Low,Open
3976,5993,2023-09-12,Medium,Closed
3977,5830,2024-07-01,Low,Closed
3978,1690,2025-05-04,Low,Closed
3979,2674,2025-12-25,Medium,Closed
3980,2114,2023-08-22,High,Closed
3981,1435,2025-06-18,High,Closed
3982,2307,2025-12-13,Medium,Closed
3983,5871,2026-05-29,Critical,Closed
3984,5155,2024-04-13,Low,Closed
3985,1635,2026-01-29,High,Closed
3986,3242,2024-01-03,Low,Closed
3987,2933,2025-11-27,Low,Closed
3988,5011,2025-09-05,Medium,Closed
3989,1019,2023-07-25,Low,Closed
3990,3827,2026-02-13,Medium,Closed
3991,1689,2025-12-08,Medium,Closed
3992,2206,2026-02-23,High,Closed
3993,4526,2025-10-21,Medium,In Progress
3994,2100,2024-04-09,Low,In Progress
3995,4036,2023-06-29,Low,Closed
3996,3284,2025-01-06,Medium,Closed
3997,4296,2025-01-19,High,Closed
3998,1821,2024-05-23,Medium,In Progress
3999,1774,2025-06-27,Medium,Closed
4000,4170,2026-02-18,Medium,Closed
4001,2912,2025-06-24,High,In Progress
4002,2319,2025-10-05,Low,Closed
4003,1649,2025-08-02,Low,Closed
4004,3830,2024-01-03,Medium,Closed
4005,3382,2025-02-21,High,Closed
4006,3705,2024-11-21,Medium,Closed
4007,3631,2026-01-01,Low,Closed
4008,1023,2023-08-20,High,Closed
4009,2274,2023-09-19,Medium,Closed
4010,2148,2023-07-02,Medium,Closed
4011,4557,2025-06-07,High,Closed
4012,1689,2024-11-14,Low,Closed
4013,5478,2023-08-30,Medium,Closed
4014,5054,2024-11-10,Critical,Closed
4015,1524,2024-05-04,Medium,Closed
4016,5945,2025-06-29,Medium,Closed
4017,1112,2023-09-02,Low,In Progress
4018,4338,2025-03-14,High,Closed
4019,5653,2025-04-17,High,Closed
4020,1459,2024-01-24,Medium,Closed
4021,1197,2026-04-02,Medium,Closed
4022,5932,2025-11-19,Low,Closed
4023,3133,2025-08-19,Low,Closed
4024,4376,2023-07-22,Low,Closed
4025,2195,2025-10-04,Critical,Closed
4026,2201,2024-01-21,Low,Closed
4027,1583,2025-02-01,Critical,Closed
4028,4678,2025-06-26,Low,Closed
4029,2353,2024-11-10,Medium,In Progress
4030,3774,2024-05-11,Medium,Closed
4031,3119,2024-09-16,Low,Closed
4032,4888,2024-09-03,Medium,Open
4033,3935,2024-01-16,Medium,In Progress
4034,2142,2025-07-05,Critical,Closed
4035,2441,2026-05-30,High,Closed
4036,4835,2024-03-26,Medium,Closed
4037,4304,2025-10-24,Low,Open
4038,3385,2025-02-09,Medium,Closed
4039,5441,2025-08-22,Low,Closed
4040,4130,2023-08-19,High,Closed
4041,4303,2024-02-22,Medium,In Progress
4042,3051,2025-04-09,Critical,In Progress
4043,1203,2026-02-13,Low,Closed
4044,2102,2024-01-17,Low,In Progress
4045,1280,2026-02-22,Low,In Progress
4046,5221,2024-09-25,Medium,Closed
4047,1818,2024-12-18,Low,In Progress
4048,4471,2026-03-06,Low,Closed
4049,4012,2025-04-07,Medium,Closed
4050,1660,2024-03-24,Medium,In Progress
4051,2251,2025-03-13,Low,Closed
4052,4284,2026-03-25,Medium,Closed
4053,1353,2026-01-08,Medium,Closed
4054,5293,2025-10-30,High,Closed
4055,3807,2025-12-21,Medium,In Progress
4056,3630,2023-08-07,Medium,Closed
4057,3699,2026-01-03,Critical,Closed
4058,2693,2024-03-25,Low,Closed
4059,4767,2024-07-29,Medium,Closed
4060,3336,2025-01-21,Critical,Closed
4061,5702,2025-03-19,Low,Closed
4062,4400,2024-06-27,Low,In Progress
4063,2511,2025-03-31,Low,Closed
4064,1903,2024-11-23,High,Open
4065,1305,2025-12-02,High,Open
4066,2489,2026-04-05,Low,Open
4067,1966,2025-05-04,Medium,Closed
4068,5232,2025-03-16,Critical,Closed
4069,3387,2023-10-19,Medium,Closed
4070,2286,2026-04-24,Low,In Progress
4071,1061,2024-03-12,Medium,Closed
4072,2255,2024-06-01,Medium,Closed
4073,1336,2026-04-16,Medium,Closed
4074,4130,2024-03-09,Medium,In Progress
4075,1427,2024-12-12,High,Open
4076,1142,2026-04-13,High,Closed
4077,5185,2023-11-04,Low,Closed
4078,3443,2024-08-20,Critical,Closed
4079,4660,2023-12-22,Low,Closed
4080,5324,2025-12-20,Low,Open
4081,5323,2025-06-04,High,Closed
4082,4506,2025-12-10,Medium,Closed
4083,4665,2024-06-08,Low,Closed
4084,4819,2023-12-29,Medium,Closed
4085,3111,2025-03-10,Low,Closed
4086,1379,2025-03-29,Critical,Closed
4087,4486,2023-09-08,Medium,Closed
4088,3022,2026-05-17,Low,Closed
4089,4446,2024-07-02,Low,Closed
4090,3008,2023-08-11,Low,Closed
4091,1182,2023-08-25,High,In Progress
4092,5898,2023-09-02,Medium,Closed
4093,3251,2023-08-19,Medium,In Progress
4094,2116,2025-03-06,Critical,Closed
4095,2348,2024-12-06,High,In Progress
4096,1429,2025-05-05,High,Closed
4097,4858,2026-02-10,High,Closed
4098,3735,2025-04-30,High,Closed
4099,4684,2023-11-21,High,Closed
4100,4777,2024-09-15,Medium,Closed
4101,4923,2025-09-03,Medium,Closed
4102,5514,2025-08-02,High,Closed
4103,4923,2026-05-11,Medium,Closed
4104,2311,2024-03-13,Medium,Closed
4105,2886,2024-04-07,Low,Closed
4106,2333,2025-10-27,Medium,In Progress
4107,1457,2023-11-09,Low,Closed
4108,4602,2025-06-29,Low,In Progress
4109,4358,2025-11-11,Critical,In Progress
4110,3967,2025-12-18,Low,Closed
4111,5608,2025-11-11,Critical,In Progress
4112,4195,2024-06-11,High,Closed
4113,2674,2026-01-17,Medium,Closed
4114,1799,2025-12-30,High,Closed
4115,5099,2024-02-17,Low,Closed
4116,4045,2024-08-17,Critical,Open
4117,2327,2024-10-27,High,In Progress
4118,2592,2025-07-22,High,Closed
4119,2700,2023-11-07,Low,Closed
4120,1482,2025-02-01,Critical,In Progress
4121,4178,2025-04-06,Medium,In Progress
4122,3699,2023-10-07,Medium,Closed
4123,3477,2025-03-08,Low,Closed
4124,3365,2024-01-05,Low,Closed
4125,3145,2024-11-01,Critical,Closed
4126,1910,2026-01-20,High,Closed
4127,4824,2023-08-01,Medium,Closed
4128,2278,2023-08-10,Medium,Closed
4129,4497,2023-07-31,High,Closed
4130,4744,2025-10-08,Low,Closed
4131,4422,2025-07-02,Low,Closed
4132,5917,2023-10-23,Low,Closed
4133,2054,2024-05-02,Low,Closed
4134,5712,2026-01-19,Critical,Closed
4135,4992,2026-02-23,High,In Progress
4136,2405,2024-11-07,Critical,Closed
4137,4563,2024-07-21,Medium,In Progress
4138,4170,2024-01-31,Low,Open
4139,4922,2025-05-31,Low,Closed
4140,1432,2025-03-02,Low,Open
4141,3040,2023-08-09,Low,Closed
4142,4757,2023-12-06,Critical,Closed
4143,3689,2024-09-01,High,Closed
4144,3570,2023-09-25,High,Closed
4145,5404,2026-02-20,Low,Closed
4146,3338,2024-11-28,Medium,Closed
4147,4317,2024-11-22,Low,Open
4148,3984,2024-11-26,Low,Closed
4149,3404,2024-07-28,Low,Closed
4150,3819,2023-08-08,Low,Closed
4151,4253,2025-05-05,High,Closed
4152,3587,2026-05-23,Medium,Closed
4153,2418,2023-10-07,Critical,Closed
4154,3689,2025-03-13,Low,Closed
4155,1069,2026-03-28,Medium,Closed
4156,5684,2023-09-12,Low,Closed
4157,2067,2023-11-20,Low,Closed
4158,1258,2024-08-17,Medium,Closed
4159,2477,2024-10-16,High,Closed
4160,4514,2024-02-24,High,Closed
4161,5276,2026-06-17,High,Closed
4162,5721,2024-10-21,Medium,Closed
4163,2978,2023-07-07,Low,Closed
4164,1337,2025-11-08,High,Closed
4165,1717,2023-12-17,High,In Progress
4166,1644,2026-05-23,Low,Closed
4167,1559,2025-05-12,Low,Closed
4168,1012,2025-09-14,Critical,Closed
4169,5032,2023-07-03,Low,Closed
4170,1591,2025-01-11,Critical,Closed
4171,5395,2026-01-26,High,Closed
4172,4473,2024-05-25,Low,In Progress
4173,3325,2023-12-04,High,In Progress
4174,1073,2025-02-02,Critical,In Progress
4175,4515,2024-03-02,Medium,Closed
4176,1273,2024-09-09,Medium,Open
4177,4503,2025-07-05,Medium,Closed
4178,4427,2025-03-08,Medium,Closed
4179,2670,2024-07-09,Low,Closed
4180,5821,2025-04-21,Medium,In Progress
4181,4311,2026-02-06,Low,Closed
4182,5653,2026-04-21,Critical,Closed
4183,3531,2024-11-06,Low,Closed
4184,1459,2023-11-02,Medium,Closed
4185,3602,2025-09-14,Medium,Closed
4186,1190,2024-05-19,High,Closed
4187,3963,2025-12-15,Low,Closed
4188,2911,2023-10-21,Medium,Closed
4189,4097,2023-07-18,Low,Closed
4190,1253,2023-11-27,High,In Progress
4191,4825,2023-10-22,High,Open
4192,5217,2025-09-25,Low,Closed
4193,4181,2024-11-19,Low,Closed
4194,5942,2024-09-27,Medium,Closed
4195,4667,2024-08-16,High,Closed
4196,4427,2024-08-11,Medium,In Progress
4197,4790,2026-04-29,High,Open
4198,1410,2025-01-23,Medium,Closed
4199,1127,2025-03-11,Low,Closed
4200,3249,2026-02-21,Medium,Closed
4201,1856,2025-09-16,Medium,Closed
4202,2279,2025-03-13,Medium,In Progress
4203,2530,2025-10-07,High,Closed
4204,1845,2023-07-29,Medium,Closed
4205,4013,2025-12-30,High,Closed
4206,1781,2025-03-29,High,Closed
4207,1447,2026-04-05,Medium,Closed
4208,2405,2025-04-27,Medium,Closed
4209,2721,2026-06-07,Medium,Closed
4210,5127,2025-08-23,Medium,Closed
4211,4799,2023-11-04,Medium,Closed
4212,4107,2026-02-25,Medium,Closed
4213,3221,2023-07-25,Medium,Closed
4214,1784,2024-07-20,High,In Progress
4215,1626,2024-12-31,High,Closed
4216,4923,2024-04-07,Medium,Closed
4217,2207,2024-06-05,Low,Closed
4218,5115,2024-10-14,Critical,Closed
4219,4954,2026-05-26,Low,Closed
4220,3352,2025-11-05,Medium,Closed
4221,1157,2023-11-09,Medium,Closed
4222,2733,2024-06-08,Low,Closed
4223,1475,2025-06-19,Low,In Progress
4224,4301,2025-09-19,Medium,Closed
4225,4070,2025-04-12,Medium,In Progress
4226,5153,2023-07-24,Critical,Closed
4227,4879,2024-04-03,Medium,In Progress
4228,1564,2025-10-08,Critical,Closed
4229,3415,2024-04-26,Low,Closed
4230,4378,2025-02-09,Low,Closed
4231,5698,2024-05-24,Low,Closed
4232,5348,2025-03-18,Critical,Closed
4233,3087,2024-04-10,Low,Closed
4234,5679,2025-06-09,High,Open
4235,5119,2025-11-06,Low,Closed
4236,1860,2023-08-07,Medium,In Progress
4237,1702,2025-06-13,Low,Closed
4238,3603,2024-02-11,Medium,Closed
4239,2676,2025-07-15,Low,Closed
4240,1508,2025-04-07,High,Closed
4241,5228,2025-11-23,Medium,Closed
4242,3929,2025-10-28,Medium,Closed
4243,2608,2025-07-05,Critical,Closed
4244,3108,2025-01-30,High,Closed
4245,5559,2026-03-01,Low,Closed
4246,1202,2023-11-18,Low,Closed
4247,5102,2025-03-23,Critical,Closed
4248,4005,2025-01-19,Medium,Closed
4249,2316,2025-07-27,Medium,Closed
4250,1841,2025-06-28,Medium,Closed
4251,5517,2025-07-16,Medium,Closed
4252,2778,2023-07-01,High,In Progress
4253,2104,2024-12-15,High,Closed
4254,1008,2023-12-22,Low,Closed
4255,2940,2024-09-08,Critical,Closed
4256,2807,2025-02-09,Low,Closed
4257,4108,2023-09-29,Medium,Closed
4258,3841,2024-03-19,Low,Closed
4259,2705,2024-09-14,High,Closed
4260,4477,2024-04-15,Low,Closed
4261,4828,2023-09-23,Medium,Open
4262,3812,2023-08-16,Low,Closed
4263,1451,2025-10-21,Medium,In Progress
4264,3823,2024-02-11,Low,In Progress
4265,3092,2025-04-30,Low,In Progress
4266,5701,2023-07-06,High,Closed
4267,1782,2023-12-15,High,Closed
4268,5259,2024-03-12,High,In Progress
4269,4442,2024-02-17,Low,Closed
4270,4815,2024-10-21,High,Closed
4271,2817,2024-02-08,Medium,In Progress
4272,4966,2024-08-07,Critical,Closed
4273,4179,2024-05-20,High,Open
4274,2537,2024-07-14,Medium,Closed
4275,5826,2024-04-10,Medium,Closed
4276,3755,2024-01-15,Low,In Progress
4277,4481,2026-01-12,Medium,Open
4278,5925,2024-03-08,Low,Closed
4279,4834,2025-04-18,Medium,Open
4280,2711,2024-10-10,Medium,Open
4281,3850,2024-03-18,Low,Closed
4282,4745,2025-07-21,High,In Progress
4283,4564,2023-09-01,Medium,Open
4284,3663,2024-01-08,Critical,Closed
4285,4082,2026-04-06,Low,Closed
4286,4285,2023-12-06,Critical,Closed
4287,2435,2025-12-20,High,Closed
4288,1327,2023-11-15,Medium,Closed
4289,5179,2025-01-05,Low,Closed
4290,5491,2025-08-19,Low,Open
4291,2634,2025-08-22,Medium,Closed
4292,3212,2024-08-17,Low,In Progress
4293,4682,2023-10-30,Medium,Closed
4294,4962,2025-10-20,Low,Closed
4295,5401,2025-02-11,Critical,Closed
4296,3675,2026-02-26,High,Closed
4297,1522,2024-02-07,Medium,Closed
4298,1587,2025-02-09,Medium,Closed
4299,1068,2025-01-10,Medium,Closed
4300,3972,2023-08-27,Low,Closed
4301,2414,2024-08-04,Low,Closed
4302,5324,2025-12-02,Medium,Closed
4303,1041,2026-01-24,Medium,In Progress
4304,2728,2023-10-02,Low,Open
4305,1614,2026-05-04,High,In Progress
4306,2796,2024-09-12,Low,Closed
4307,4228,2023-07-30,Low,Closed
4308,2047,2026-04-09,High,Closed
4309,5790,2024-03-29,Low,Closed
4310,5539,2025-01-10,Low,In Progress
4311,2491,2025-05-31,Medium,Closed
4312,2450,2025-07-24,Critical,Closed
4313,5174,2025-04-07,Low,Closed
4314,3215,2025-11-15,High,In Progress
4315,2308,2023-09-25,Low,Closed
4316,3278,2025-02-20,Critical,Closed
4317,4591,2025-06-18,Medium,Closed
4318,1667,2025-02-12,Low,Closed
4319,5829,2025-11-11,High,Closed
4320,3078,2025-03-03,High,Closed
4321,2969,2025-12-17,Medium,Closed
4322,4118,2026-01-29,Medium,Closed
4323,1888,2024-03-31,Critical,In Progress
4324,4801,2023-09-16,High,Closed
4325,5409,2024-04-04,Medium,Closed
4326,4924,2025-11-05,Low,Closed
4327,1334,2025-02-10,High,Closed
4328,5052,2025-06-17,Medium,Closed
4329,5047,2026-02-28,Low,Closed
4330,2804,2026-03-22,Low,Closed
4331,5641,2024-08-16,Medium,Closed
4332,4623,2025-07-19,Medium,Open
4333,4871,2026-01-18,Medium,Closed
4334,4126,2025-09-12,High,Open
4335,5446,2025-08-13,Medium,Closed
4336,4835,2025-02-18,Low,Closed
4337,1400,2026-04-17,Low,Closed
4338,1197,2023-10-27,High,Closed
4339,2190,2023-11-02,Low,In Progress
4340,4821,2025-09-26,Critical,In Progress
4341,2323,2026-02-26,Medium,Closed
4342,5201,2025-10-01,Medium,Closed
4343,5826,2026-02-23,Medium,Closed
4344,3230,2026-03-27,Medium,Closed
4345,2356,2025-06-15,Low,Closed
4346,2417,2025-11-25,Medium,Closed
4347,2163,2023-10-24,Critical,Closed
4348,1113,2023-07-28,Medium,In Progress
4349,5714,2024-03-17,Medium,Closed
4350,5384,2025-01-22,Medium,Closed
4351,2740,2026-06-11,Medium,In Progress
4352,2115,2024-05-01,High,Open
4353,1847,2025-04-18,Low,In Progress
4354,4267,2024-09-05,Low,Closed
4355,1502,2024-03-09,Low,In Progress
4356,1733,2026-01-01,Medium,Closed
4357,2295,2025-10-03,Medium,Closed
4358,5770,2024-06-19,Medium,Closed
4359,4694,2024-04-17,Medium,Closed
4360,3674,2023-09-09,Low,In Progress
4361,4818,2023-12-16,Low,In Progress
4362,5007,2025-01-17,Medium,In Progress
4363,2072,2025-02-19,Low,Closed
4364,3361,2026-03-11,Critical,Closed
4365,4901,2026-04-23,Low,Open
4366,5173,2025-11-17,Medium,Closed
4367,1354,2025-01-04,Critical,Closed
4368,2806,2023-11-24,High,Closed
4369,1081,2023-08-21,Medium,Closed
4370,4327,2023-07-17,Medium,Closed
4371,5750,2025-11-07,Medium,Closed
4372,4474,2024-12-08,Medium,Open
4373,2288,2026-03-19,Medium,Closed
4374,4295,2024-05-01,Low,Closed
4375,2499,2026-03-21,Critical,Closed
4376,3037,2025-07-27,Low,Closed
4377,4485,2025-02-06,Low,Closed
4378,5773,2023-08-11,High,Open
4379,4760,2024-04-02,Low,Closed
4380,1409,2023-09-25,Low,Closed
4381,4609,2024-02-26,Low,In Progress
4382,3379,2024-04-27,Low,Open
4383,5481,2026-04-05,Medium,Closed
4384,4759,2023-12-20,Medium,Closed
4385,4775,2023-07-09,Medium,Closed
4386,3018,2025-04-17,Low,Open
4387,4187,2024-04-14,High,In Progress
4388,3977,2023-10-17,Medium,Closed
4389,2133,2025-12-07,High,Closed
4390,4459,2024-02-21,High,Closed
4391,4138,2024-03-15,Medium,In Progress
4392,2776,2026-04-02,Low,Closed
4393,3784,2024-12-10,Medium,Open
4394,2374,2024-08-24,Low,Closed
4395,2217,2025-02-11,Critical,In Progress
4396,5899,2025-11-06,Low,In Progress
4397,1399,2026-06-23,Medium,Open
4398,1727,2025-07-20,Low,Closed
4399,3397,2025-06-30,Medium,Closed
4400,4698,2026-01-05,Critical,In Progress
4401,5188,2025-04-22,Medium,Closed
4402,1799,2026-01-01,High,Closed
4403,3066,2026-02-04,Low,Open
4404,4440,2026-01-25,Medium,Closed
4405,4260,2025-04-23,Critical,In Progress
4406,2537,2024-06-04,Low,Closed
4407,1515,2024-07-06,Low,Closed
4408,4063,2023-11-15,Low,In Progress
4409,2404,2024-05-11,Low,Open
4410,3619,2025-07-26,Low,Closed
4411,4571,2025-11-19,Medium,Closed
4412,4000,2025-01-01,Medium,Open
4413,2594,2025-05-17,Low,In Progress
4414,2513,2025-06-29,Medium,Closed
4415,4171,2025-06-17,Critical,Closed
4416,5142,2024-11-22,Medium,In Progress
4417,4290,2025-01-03,Low,Closed
4418,3016,2025-11-28,Medium,Open
4419,4541,2025-08-22,Medium,Closed
4420,2342,2025-11-23,High,In Progress
4421,1900,2025-03-22,Medium,Closed
4422,2018,2024-05-01,Low,Closed
4423,5494,2025-09-03,High,Closed
4424,1729,2023-12-16,Medium,Closed
4425,3152,2023-07-21,High,Closed
4426,4602,2025-03-17,Low,Closed
4427,3951,2024-04-03,Medium,Closed
4428,5553,2024-10-01,Low,Closed
4429,3295,2024-04-09,Low,Closed
4430,2664,2025-10-20,Low,Closed
4431,2357,2024-03-08,Low,Closed
4432,5536,2025-12-27,Low,Open
4433,4913,2026-03-04,Low,Closed
4434,3071,2026-04-23,High,Closed
4435,2008,2024-12-21,Critical,Closed
4436,1031,2024-04-04,Medium,Closed
4437,3812,2024-03-28,Low,In Progress
4438,5094,2025-03-07,Low,Closed
4439,5763,2025-09-14,Low,Closed
4440,3708,2024-03-28,Low,In Progress
4441,1976,2024-11-20,High,Closed
4442,3319,2025-04-24,Low,Closed
4443,4117,2025-02-04,Medium,Closed
4444,4940,2024-09-12,Critical,Open
4445,1778,2026-04-19,Low,Closed
4446,5358,2024-02-16,Low,Closed
4447,2525,2025-03-11,Medium,Closed
4448,3963,2025-03-11,Low,Closed
4449,5604,2026-05-15,Critical,Closed
4450,5864,2023-08-10,Low,Open
4451,2666,2024-02-06,Low,Closed
4452,4303,2026-03-17,Low,In Progress
4453,3073,2025-10-25,Critical,Closed
4454,2153,2024-01-02,High,Closed
4455,5814,2026-03-23,Medium,Closed
4456,2293,2026-01-05,Low,Closed
4457,5070,2024-11-17,Medium,Closed
4458,5783,2025-04-23,Low,Closed
4459,4379,2023-11-02,Low,Closed
4460,1769,2024-01-08,High,In Progress
4461,3855,2025-05-24,Low,Closed
4462,4458,2024-09-03,Medium,Closed
4463,3259,2024-03-02,Critical,Closed
4464,5608,2024-09-10,Medium,Closed
4465,3909,2023-07-06,Medium,Closed
4466,2425,2023-08-13,Low,Closed
4467,4749,2024-12-12,Critical,Closed
4468,5637,2023-09-15,Low,Closed
4469,5492,2025-10-14,Medium,Closed
4470,4258,2023-11-28,High,Closed
4471,5937,2024-07-06,Medium,Closed
4472,5414,2025-11-20,Medium,Open
4473,1355,2024-11-08,Medium,Closed
4474,3411,2024-11-25,Low,Closed
4475,3584,2026-04-01,Low,Closed
4476,2335,2024-09-05,Medium,In Progress
4477,5995,2023-09-15,Low,In Progress
4478,2630,2024-05-09,High,Closed
4479,4038,2026-03-26,Low,Open
4480,4256,2025-01-01,Low,Closed
4481,3621,2023-10-11,Low,Closed
4482,3591,2025-12-15,High,Closed
4483,4254,2026-05-29,Low,Open
4484,4036,2024-04-16,Low,In Progress
4485,3557,2024-07-04,Critical,Open
4486,1438,2024-11-05,Critical,In Progress
4487,1600,2025-08-04,High,Closed
4488,1764,2023-12-28,Low,Closed
4489,2367,2025-06-02,Critical,In Progress
4490,3145,2024-08-13,Medium,Closed
4491,3190,2024-02-15,Medium,Closed
4492,3093,2023-11-09,Medium,In Progress
4493,2113,2023-07-31,Medium,Closed
4494,1547,2023-11-20,Critical,Open
4495,2977,2024-12-29,Low,Closed
4496,4153,2026-06-24,Medium,In Progress
4497,3123,2024-04-28,Medium,Open
4498,1804,2025-10-02,High,Closed
4499,4126,2024-04-08,Low,Closed
4500,4564,2025-06-11,Low,Closed
4501,4375,2025-09-13,Low,Closed
4502,2488,2024-03-20,Critical,Closed
4503,5420,2025-11-28,Low,Closed
4504,1344,2024-12-17,Low,Closed
4505,4537,2024-06-19,Low,In Progress
4506,3686,2026-04-26,High,In Progress
4507,1959,2025-12-04,Low,Closed
4508,2014,2025-06-25,High,Closed
4509,2285,2025-01-19,Low,In Progress
4510,5571,2025-12-02,Low,Closed
4511,5959,2025-01-09,Low,Closed
4512,2456,2025-09-03,Low,Closed
4513,2007,2023-09-04,Medium,In Progress
4514,5650,2026-01-08,Low,In Progress
4515,4171,2025-05-23,Medium,Closed
4516,5459,2023-11-08,Medium,Closed
4517,4039,2025-04-11,High,Closed
4518,5417,2025-02-16,High,Closed
4519,4239,2023-10-02,Low,Closed
4520,5328,2026-06-03,Low,In Progress
4521,2693,2025-02-17,High,Closed
4522,3142,2025-08-02,Medium,Closed
4523,2069,2025-01-11,Medium,Closed
4524,3995,2023-11-25,High,Closed
4525,5003,2024-09-26,High,Open
4526,3329,2023-07-15,High,Closed
4527,4757,2023-07-09,Low,Closed
4528,4661,2025-07-05,High,Closed
4529,3181,2026-01-19,Low,In Progress
4530,2460,2025-08-15,Low,Closed
4531,2485,2025-10-06,Low,Closed
4532,3424,2023-12-08,Low,Closed
4533,3014,2024-06-25,Low,Closed
4534,2594,2025-11-29,Low,Closed
4535,1551,2024-11-25,Low,Closed
4536,3324,2023-10-29,High,Closed
4537,5805,2024-11-20,Medium,Open
4538,5304,2024-02-10,High,Closed
4539,2221,2023-08-08,Medium,Closed
4540,4662,2025-06-28,Medium,Closed
4541,3478,2024-12-26,Low,Closed
4542,3046,2024-11-05,Medium,Closed
4543,5788,2024-01-02,Medium,Closed
4544,4753,2025-01-22,High,In Progress
4545,2748,2023-07-06,Medium,Open
4546,4471,2024-03-06,Low,In Progress
4547,5531,2024-04-19,Low,In Progress
4548,4421,2024-04-26,Low,Closed
4549,1993,2024-08-19,Medium,Closed
4550,2625,2024-03-19,Critical,Closed
4551,3857,2025-10-13,Critical,Closed
4552,1326,2025-08-15,Medium,Closed
4553,2975,2025-12-08,Medium,Open
4554,3319,2025-08-29,Medium,Closed
4555,1459,2026-06-17,Medium,Closed
4556,2259,2024-11-27,High,Open
4557,3789,2025-01-24,Low,Closed
4558,3159,2025-11-11,Medium,In Progress
4559,5901,2026-01-25,High,In Progress
4560,1045,2026-05-09,High,Closed
4561,1644,2024-10-24,High,Closed
4562,3722,2025-01-07,Low,Closed
4563,1423,2025-12-05,High,Closed
4564,5733,2024-10-02,Medium,Closed
4565,4841,2023-11-08,Critical,Closed
4566,3476,2024-11-19,Low,Closed
